0750.019	0.78079695
0750.075	0.78076470
0750.131	0.78015214
0750.188	0.77994400
0750.244	0.78088421
0750.300	0.78095621
0750.356	0.78098935
0750.413	0.78100282
0750.469	0.78015286
0750.525	0.77973658
0750.582	0.78017521
0750.638	0.77967387
0750.694	0.78102022
0750.751	0.78115231
0750.807	0.78056097
0750.863	0.78128618
0750.920	0.78132796
0750.976	0.78136235
0751.033	0.78139228
0751.089	0.78137183
0751.145	0.78075755
0751.202	0.78147990
0751.258	0.78151417
0751.315	0.78080732
0751.371	0.78151524
0751.428	0.78162134
0751.484	0.78165817
0751.541	0.78169119
0751.597	0.78172171
0751.654	0.78174508
0751.710	0.78162980
0751.767	0.78056347
0751.823	0.78182125
0751.880	0.78179026
0751.936	0.78075433
0751.993	0.78192925
0752.049	0.78198308
0752.106	0.78202027
0752.162	0.78205442
0752.219	0.78208721
0752.276	0.78211588
0752.332	0.78206795
0752.389	0.78135848
0752.445	0.78220981
0752.502	0.78225392
0752.559	0.78228951
0752.615	0.78232360
0752.672	0.78235728
0752.729	0.78239077
0752.785	0.78242391
0752.842	0.78245693
0752.899	0.78248948
0752.955	0.78252113
0753.012	0.78254867
0753.069	0.78248978
0753.125	0.78182167
0753.182	0.78263968
0753.239	0.78268450
0753.296	0.78271985
0753.352	0.78275371
0753.409	0.78278702
0753.466	0.78282022
0753.523	0.78285313
0753.579	0.78288597
0753.636	0.78291851
0753.693	0.78295070
0753.750	0.78298223
0753.807	0.78301126
0753.864	0.78301483
0753.920	0.78228253
0753.977	0.78308761
0754.034	0.78311700
0754.091	0.78216279
0754.148	0.78311586
0754.205	0.78220606
0754.262	0.78321987
0754.318	0.78329057
0754.375	0.78331560
0754.432	0.78256285
0754.489	0.78329617
0754.546	0.78341883
0754.603	0.78345376
0754.660	0.78347945
0754.717	0.78343713
0754.774	0.78229183
0754.831	0.78354895
0754.888	0.78358680
0754.945	0.78344047
0755.002	0.78142798
0755.059	0.78243077
0755.116	0.78370357
0755.173	0.78376108
0755.230	0.78379601
0755.287	0.78381634
0755.344	0.78277612
0755.401	0.78378481
0755.458	0.78392029
0755.515	0.78395796
0755.572	0.78399086
0755.629	0.78402263
0755.687	0.78405404
0755.744	0.78408527
0755.801	0.78411633
0755.858	0.78414732
0755.915	0.78417754
0755.972	0.78420776
0756.029	0.78423798
0756.086	0.78426814
0756.144	0.78429830
0756.201	0.78432792
0756.258	0.78435749
0756.315	0.78438711
0756.372	0.78441674
0756.430	0.78444630
0756.487	0.78447580
0756.544	0.78450531
0756.601	0.78453481
0756.659	0.78456426
0756.716	0.78459376
0756.773	0.78462327
0756.830	0.78465271
0756.888	0.78468221
0756.945	0.78471166
0757.002	0.78474116
0757.060	0.78476995
0757.117	0.78479874
0757.174	0.78482747
0757.232	0.78485626
0757.289	0.78488505
0757.346	0.78491384
0757.404	0.78494263
0757.461	0.78497148
0757.518	0.78500026
0757.576	0.78502905
