0.725	9.4352705e-01
0.730	9.5327607e-01
0.735	9.5341236e-01
0.740	9.5354764e-01
0.745	9.5368193e-01
0.750	9.5381523e-01
0.755	9.5394753e-01
0.760	9.5407884e-01
0.765	9.5420918e-01
0.770	9.5773841e-01
0.775	9.5786678e-01
0.780	9.5799417e-01
0.785	9.5812060e-01
0.790	9.5824606e-01
0.795	9.5598054e-01
0.800	9.5611021e-01
0.805	9.5623891e-01
0.810	9.5636665e-01
0.815	9.5649343e-01
0.820	9.5661924e-01
0.825	9.5674410e-01
0.830	9.5686801e-01
0.835	9.5699098e-01
0.840	9.5711300e-01
0.845	9.5723408e-01
0.850	9.5735422e-01
0.855	9.5747343e-01
0.860	9.5495899e-01
0.865	9.5509249e-01
0.870	9.5522496e-01
0.875	9.5535641e-01
0.880	9.5548684e-01
0.885	9.5561626e-01
0.890	9.5546206e-01
0.895	9.5560523e-01
0.900	9.5574728e-01
0.905	9.5588819e-01
0.910	9.5602799e-01
0.915	9.5616667e-01
0.920	9.5630424e-01
0.925	9.5644070e-01
0.930	9.5657605e-01
0.935	9.6101758e-01
0.940	9.6116827e-01
0.945	9.6131760e-01
0.950	9.6146558e-01
0.955	9.6161222e-01
0.960	9.6175752e-01
0.965	9.6104567e-01
0.970	9.6120407e-01
0.975	9.6136103e-01
0.980	9.6185861e-01
0.985	9.6202853e-01
0.990	9.6486770e-01
0.995	9.6504433e-01
1.000	9.6713015e-01
1.005	9.6731453e-01
1.010	9.6749705e-01
1.015	9.6767774e-01
1.020	9.6857833e-01
1.025	9.6876636e-01
1.030	9.6895246e-01
1.035	9.6913664e-01
1.040	9.6931891e-01
1.045	9.6949929e-01
1.050	9.6967777e-01
1.055	9.6985437e-01
1.060	9.7002909e-01
1.065	9.7020195e-01
1.070	9.7037295e-01
1.075	9.7122647e-01
1.080	9.7141394e-01
1.085	9.7128888e-01
1.090	9.7148146e-01
1.095	9.7167192e-01
1.100	9.7186027e-01
1.105	9.7204652e-01
1.110	9.7223068e-01
1.115	9.7241277e-01
1.120	9.7259278e-01
1.125	9.7269335e-01
1.130	9.7287880e-01
1.135	9.7415910e-01
1.140	9.7434461e-01
1.145	9.7452792e-01
1.150	9.7562466e-01
1.155	9.7580982e-01
1.160	9.7643171e-01
1.165	9.7661712e-01
1.170	9.7680027e-01
1.175	9.7698116e-01
1.180	9.7715980e-01
1.185	9.7733621e-01
1.190	9.7751039e-01
1.195	9.7768236e-01
1.200	9.7785213e-01
1.205	9.7801970e-01
1.210	9.7818509e-01
1.215	9.7925611e-01
1.220	9.7941717e-01
1.225	9.7957607e-01
1.230	9.7973284e-01
1.235	9.7988748e-01
1.240	9.8044374e-01
1.245	9.8059002e-01
1.250	9.8073425e-01
1.255	9.8064065e-01
1.260	9.8077951e-01
1.265	9.8091641e-01
1.270	9.8105134e-01
1.275	9.8118431e-01
1.280	9.8131535e-01
1.285	9.8144445e-01
1.290	9.8157164e-01
1.295	9.8169690e-01
1.300	9.8182027e-01
1.305	9.8194174e-01
1.310	9.8206133e-01
1.315	9.8217904e-01
1.320	9.8229489e-01
1.325	9.8240889e-01
1.330	9.8252104e-01
1.335	9.8263136e-01
1.340	9.8273985e-01
1.345	9.8284653e-01
1.350	9.8295141e-01
1.355	9.8305448e-01
1.360	9.8315578e-01
1.365	9.8325530e-01
1.370	9.8335305e-01
1.375	9.8344905e-01
1.380	9.8354330e-01
1.385	9.8363581e-01
1.390	9.8372660e-01
1.395	9.8381567e-01
1.400	9.8390304e-01
1.405	9.8398870e-01
1.410	9.8407269e-01
1.415	9.8415499e-01
1.420	9.8423563e-01
1.425	9.8431461e-01
1.430	9.8439194e-01
1.435	9.8446763e-01
1.440	9.8454170e-01
1.445	9.8461414e-01
1.450	9.8468498e-01
1.455	9.8475422e-01
1.460	9.8482187e-01
1.465	9.8488795e-01
1.470	9.8495245e-01
1.475	9.8501539e-01
1.480	9.8507679e-01
1.485	9.8513664e-01
1.490	9.8519496e-01
1.495	9.8525177e-01
1.500	9.8530706e-01
1.505	9.8536086e-01
1.510	9.8541316e-01
1.515	9.8546398e-01
1.520	9.8551333e-01
1.525	9.8556122e-01
1.530	9.8560766e-01
1.535	9.8565266e-01
1.540	9.8569623e-01
1.545	9.8573837e-01
1.550	9.8577910e-01
1.555	9.8581843e-01
1.560	9.8585637e-01
1.565	9.8589292e-01
1.570	9.8592811e-01
1.575	9.8596193e-01
1.580	9.8599439e-01
1.585	9.8602551e-01
1.590	9.8605530e-01
1.595	9.8608377e-01
1.600	9.8611092e-01
1.605	9.8613677e-01
1.610	9.8616132e-01
1.615	9.8618459e-01
1.620	9.8620659e-01
1.625	9.8622732e-01
1.630	9.8624679e-01
1.635	9.8626502e-01
1.640	9.8628202e-01
1.645	9.8629779e-01
1.650	9.8631234e-01
1.655	9.8632569e-01
1.660	9.8633784e-01
1.665	9.8634881e-01
1.670	9.8635860e-01
1.675	9.8636722e-01
1.680	9.8637469e-01
1.685	9.8638101e-01
1.690	9.8638619e-01
1.695	9.8639025e-01
1.700	9.8639318e-01
1.705	9.8639502e-01
1.710	9.8639575e-01
1.715	9.8639539e-01
1.720	9.8639396e-01
1.725	9.8639146e-01
1.730	9.8638790e-01
1.735	9.8638329e-01
1.740	9.8637764e-01
1.745	9.8637097e-01
1.750	9.8636327e-01
1.755	9.8635457e-01
1.760	9.8634486e-01
1.765	9.8633417e-01
1.770	9.8632250e-01
1.775	9.8630985e-01
1.780	9.8629625e-01
1.785	9.8628169e-01
1.790	9.8626620e-01
1.795	9.8624977e-01
1.800	9.8623243e-01
1.805	9.8621417e-01
1.810	9.8619501e-01
1.815	9.8617496e-01
1.820	9.8615403e-01
1.825	9.8613222e-01
1.830	9.8610956e-01
1.835	9.8608604e-01
1.840	9.8606168e-01
1.845	9.8603648e-01
1.850	9.8601047e-01
1.855	9.8598364e-01
1.860	9.8595601e-01
1.865	9.8592758e-01
1.870	9.8589837e-01
1.875	9.8586839e-01
1.880	9.8583765e-01
1.885	9.8580615e-01
1.890	9.8577390e-01
1.895	9.8574092e-01
1.900	9.8570722e-01
1.905	9.8567280e-01
1.910	9.8563768e-01
1.915	9.8560186e-01
1.920	9.8556536e-01
1.925	9.8552818e-01
1.930	9.8549034e-01
1.935	9.8545184e-01
1.940	9.8541269e-01
1.945	9.8537291e-01
1.950	9.8533250e-01
1.955	9.8529148e-01
1.960	9.8524985e-01
1.965	9.8520762e-01
1.970	9.8516480e-01
1.975	9.8512141e-01
1.980	9.8507745e-01
1.985	9.8503294e-01
1.990	9.8498787e-01
1.995	9.8494227e-01
2.000	9.8489614e-01
2.005	9.8484949e-01
2.010	9.8480233e-01
2.015	9.8475468e-01
2.020	9.8470653e-01
2.025	9.8465791e-01
2.030	9.8460881e-01
2.035	9.8455926e-01
2.040	9.8450926e-01
2.045	9.8445882e-01
2.050	9.8440795e-01
2.055	9.8435666e-01
2.060	9.8430496e-01
2.065	9.8425285e-01
2.070	9.8420036e-01
2.075	9.8414749e-01
2.080	9.8409424e-01
2.085	9.8404064e-01
2.090	9.8398668e-01
2.095	9.8393238e-01
2.100	9.8387775e-01
2.105	9.8382280e-01
2.110	9.8376754e-01
2.115	9.8371197e-01
2.120	9.8365612e-01
2.125	9.8359998e-01
2.130	9.8354356e-01
2.135	9.8348689e-01
